id,imdb_id,original_language,original_title,release_date,title,video
16008,tt1003005,da,Kollegiet,2007-08-10,Room 205,FALSE
20891,tt0145033,ru,Korolevstvo Krivykh Zerkal,1963-05-05,Kingdom of Crooked Mirrors,FALSE
117790,tt0495167,nl,Langer Licht,2006-04-20,Northern Light,FALSE
112346,tt0349752,en,Loverboy,2003-04-12,Loverboy,FALSE
199879,tt0434165,en,Lucid,2005-09-11,Lucid,FALSE
96594,tt0093460,nl,Een Maand Later,1987-09-17,Een Maand Later,FALSE
52073,tt1043855,en,La maison,2007-08-22,La maison,FALSE
308671,tt0450302,de,"Meine Frau, meine Freunde und ich",2004-06-27,"Meine Frau, meine Freunde und ich",FALSE
97547,tt0082731,nl,Het meisje met het rode haar,1981-09-17,The Girl with the Red Hair,FALSE
189420,tt0209143,en,Mekhanika golovnogo mozga,1926-11-19,Mechanics of the Brain,FALSE
284620,tt0922525,es,Mémoire de glace,2007-01-17,Mémoire de glace,FALSE
76099,tt0800135,fr,Mon colonel,2006-11-15,The Colonel,FALSE
209312,tt0332699,en,Mondo Meyer Upakhyan,2003-09-18,A Tale of a Naughty Girl,FALSE
238456,tt1190135,nl,Een Monument voor een Gorilla,1987-01-01,Een Monument voor een Gorilla,FALSE
24603,tt1433905,hi,All The Best,2009-10-16,All The Best,FALSE
82409,tt0848596,pt,Mutum,2007-11-15,Mutum,FALSE
20507,tt1415252,hi,Agyaat,2009-08-07,Agyaat,FALSE
82279,tt0226232,cs,O princezně Jasněnce a létajícím ševci,1987-12-01,O princezně Jasněnce a létajícím ševci,FALSE
267035,tt0070469,de,Oh Jonathan – oh Jonathan!,1973-05-09,Oh Jonathan – oh Jonathan!,FALSE
74661,tt0102597,nl,De onfatsoenlijke vrouw,1991-05-26,The Indecent Woman,FALSE
138449,tt0366854,en,Ora o mai più,2003-01-01,Ora o mai più,FALSE
50730,tt0447679,nl,Het Paard van Sinterklaas,2005-11-01,Winky's Horse,FALSE
67509,tt1576450,fr,Pieds nus sur les limaces,2010-12-01,Lily Sometimes,FALSE
78701,tt0396690,hi,Kisna: The Warrior Poet,2005-01-21,Kisna: The Warrior Poet,FALSE
274202,tt0133146,en,Perpetrators of the Crime,2000-01-17,Perpetrators of the Crime,FALSE
8144,tt0065367,it,"Abre tu fosa, amigo, llega Sábata...",1971-04-02,Dig Your Grave Friend... Sabata's Coming,FALSE
141010,tt0066868,es,Los buitres cavarán tu fosa,1971-08-11,And the Crows Will Dig Your Grave,FALSE
77257,tt0071478,es,Exorcismo,1975-03-10,Exorcismo,FALSE
276537,tt3219604,en,The Last Man on the Moon,2016-02-26,The Last Man on the Moon,FALSE
28812,tt0070417,es,La muerte llama a las 10,1974-08-05,The Killer Wore Gloves,FALSE
332721,tt4104054,en,Dad's Army,2016-02-05,Dad's Army,FALSE
4680,tt0069967,fr,Deux hommes dans la ville,1973-10-24,Two Men in Town,FALSE
77859,tt0306646,ja,チリンの鈴,1978-03-11,Ringing Bell,FALSE
256103,tt3506934,ko,야간비행,2014-02-09,Night Flight,FALSE
44425,tt1620719,hi,Dabangg,2010-09-09,Dabangg,FALSE
44565,tt1455811,hi,Khatta Meetha,2010-07-23,Khatta Meetha,FALSE
44978,tt1562859,hi,Golmaal 3,2010-11-05,Golmaal 3,FALSE
34144,tt1578116,hi,Atithi Tum Kab Jaoge,2010-02-26,"Dear Guest, When Will You Leave?",FALSE
49028,tt1664809,hi,रखता चरित्र,2010-10-21,Rakht Charitra,FALSE
115905,tt1808221,hi,Kaalo,2010-12-17,Kaalo,FALSE
354388,tt4881016,en,No Home Movie,2015-08-10,No Home Movie,FALSE
112947,tt0086840,en,984: Prisoner of the Future,1982-08-22,984: Prisoner of the Future,FALSE
88377,tt0121694,en,Robo Vampire,1988-01-01,Robo Vampire,FALSE
79836,tt1815753,it,Il giorno in più,2011-12-02,Il giorno in più,FALSE
61540,tt0075834,it,La Ragazza dal Pigiama Giallo,1977-12-31,The Girl in the Yellow Pajamas,FALSE
73835,tt0084471,it,Il Paramedico,1982-02-07,Il Paramedico,FALSE
81521,tt1337589,en,Bloodlock,2008-12-31,Bloodlock,FALSE
61203,tt1916728,hi,Shor in the City,2011-04-28,Shor in the City,FALSE
56901,tt1754920,hi,Yeh Saali Zindagi,2011-02-04,Yeh Saali Zindagi,FALSE
53569,tt1734110,hi,No One Killed Jessica,2011-01-07,No One Killed Jessica,FALSE
73582,tt1729637,hi,Bodyguard,2011-08-31,Bodyguard,FALSE
61400,tt1720254,hi,Thank You,2011-04-08,Thank You,FALSE
71481,tt1883121,en,404: Error Not Found,2011-05-20,404: Error Not Found,FALSE
215726,tt1679290,en,Shuttlecock Boys,2012-08-02,Shuttlecock Boys,FALSE
158519,tt2222550,hi,1920: Evil Returns,2012-11-02,1920: Evil Returns,FALSE
84240,tt2175671,en,Ghost,2012-01-13,Ghost,FALSE
267522,tt2343417,en,Chhodo Kal Ki Baatein,2012-11-15,Chhodo Kal Ki Baatein,FALSE
78377,tt0155755,fr,Un idiot à Paris,1967-03-22,Idiot in Paris,FALSE
141679,tt1827579,en,Spike Island,2012-10-11,Spike Island,FALSE
259460,tt3595966,es,Conducta,2014-01-16,Behavior,FALSE
384894,tt5106298,en,Conspiracy Encounters,2016-02-09,Conspiracy Encounters,FALSE
362243,tt3828058,cs,Rodinný film,2016-02-18,Family Film,FALSE
287322,tt3181920,en,Blackbird,2014-02-16,Blackbird,FALSE
96552,tt0882800,en,Pretpark Nederland,2006-10-18,Pretpark Nederland,FALSE
105833,tt0063544,ja,さらば夏の光,1968-12-31,Farewell to the Summer Light,FALSE
347184,tt1648188,en,Sharunas Bartas: An Army of One,2010-04-20,Sharunas Bartas: An Army of One,FALSE
250919,tt0187526,de,Der Struwwelpeter,1955-01-23,Der Struwwelpeter,FALSE
31319,tt0061059,ja,Taiji Ga Mitsuryô Suru Toki,1966-07-01,The Embryo Hunts in Secret,FALSE
60616,tt0328509,fr,Le tango des Rashevski,2003-09-03,The Rashevski Tango,FALSE
123707,tt0151479,fr,Terminus paradis,1998-09-09,Next Stop Paradise,FALSE
227481,tt0386831,fr,La Tranchée des espoirs,2003-11-10,Trench of Hope,FALSE
105572,tt0096309,en,Trois places pour le 26,1988-11-23,Three Seats for the 26th,FALSE
354023,tt0111505,en,Trying to Kiss the Moon,1994-08-11,Trying to Kiss the Moon,FALSE
308823,tt0264121,nl,Uitgesloten,2001-03-12,Uitgesloten,FALSE
135362,tt0492916,en,De uitverkorene,2006-06-02,The chosen,FALSE
18508,tt0384639,no,Uno,2004-09-10,Uno,FALSE
20934,tt0191625,ru,"Varvara-Krasa, Dlinnaya Kosa",1969-01-01,Barbara the Fair with the Silken Hair,FALSE
89722,tt0840027,en,Visions of Suffering,2006-09-26,Visions of Suffering,FALSE
19759,tt0052374,cs,Vynález zkázy,1958-08-21,The Fabulous World of Jules Verne,FALSE
185354,tt0083335,pl,Wojna swiatów - nastepne stulecie,1981-09-29,The War of the Worlds: Next Century,FALSE
64190,tt0402590,en,The Wooden Camera,2004-07-28,The Wooden Camera,FALSE
41039,tt0056703,en,The World's Greatest Sinner,1962-06-01,The World's Greatest Sinner,FALSE
64935,tt0288276,fr,Une Affaire privée,2002-04-30,A Private Affair,FALSE
2764,tt0118588,nl,All Stars,1997-05-01,All Stars,FALSE
286512,tt0397363,fr,Les amants du bagne,2005-01-31,Les amants du bagne,FALSE
17302,tt0804228,en,The Art of Football from A to Z,2007-01-01,The Art of Football from A to Z,FALSE
326305,tt1789697,en,Aung San Suu Kyi - Lady of No Fear,2010-11-05,Aung San Suu Kyi - Lady of No Fear,FALSE
57983,tt0057894,cs,Bláznova kronika,1964-05-05,The Jester's Tale,FALSE
48489,tt0783798,th,Choo,2004-05-14,The Sin,FALSE
78539,tt0269138,fr,De l'amour,2001-04-11,All About Love,FALSE
296225,tt0054827,de,Drei weiße Birken,1961-09-27,Drei weiße Birken,FALSE
369366,tt4172096,en,Last Day of Freedom,2015-04-11,Last Day of Freedom,FALSE
64649,tt0228255,ja,江戸川乱歩猟奇館　屋根裏の散歩者,1976-06-12,The Watcher in the Attic,FALSE
75179,tt0768830,nl,Escort,2006-05-27,Escort,FALSE
72615,tt0067076,sv,Exponerad,1971-08-23,Exposed,FALSE
71496,tt0404337,fr,Le festin de la mante,2004-03-10,Le festin de la mante,FALSE
53472,tt0109808,de,De Flat,1994-04-21,De Flat,FALSE
3048,tt1020027,en,The Great Global Warming Swindle,2007-03-08,The Great Global Warming Swindle,FALSE
78072,tt0820087,en,Nails,2003-10-01,Nails,FALSE
201214,tt0870117,en,Hammer & Tickle,2007-01-08,Hammer & Tickle,FALSE
45064,tt1034311,en,Hata Göteborg,2007-05-04,Hata Göteborg,FALSE
180555,tt0481821,fr,Critique de la Séparation,1961-03-25,Critique of Separation,FALSE
382517,tt4938374,en,Open Season: Scared Silly,2015-12-31,Open Season: Scared Silly,FALSE
332880,tt4545832,fr,Les oiseaux de passage,2015-04-02,Les oiseaux de passage,FALSE
376515,tt5278964,en,Becoming Mike Nichols,2016-02-22,Becoming Mike Nichols,FALSE
380694,tt5497132,en,Homegrown: The Counter-Terror Dilemma,2016-02-08,Homegrown: The Counter-Terror Dilemma,FALSE
370870,tt5121000,hi,Aligarh,2016-02-26,Aligarh,FALSE
369364,tt5144072,pa,A Girl in the River: The Price of Forgiveness,2015-10-28,A Girl in the River: The Price of Forgiveness,FALSE
50861,tt0019686,en,Berth Marks,1929-06-01,Berth Marks,FALSE
238529,tt1866282,en,Triangle: Remembering the Fire,2011-03-21,Triangle: Remembering the Fire,FALSE
16123,tt1136683,en,100 Million BC,2008-07-29,100 Million BC,FALSE
197788,tt0043327,en,Behave Yourself!,1951-03-15,Behave Yourself!,FALSE
14814,tt0974536,en,Chemical Wedding,2008-05-04,Chemical Wedding,FALSE
108582,tt0047032,en,Go Man Go,1954-01-27,Go Man Go,FALSE
37311,tt0050166,en,Band of Angels,1957-08-03,Band of Angels,FALSE
193177,tt0064602,en,The Lost Man,1969-07-11,The Lost Man,FALSE
321377,tt2014319,en,Plan 9,2015-02-18,Plan 9,FALSE
288286,tt3565050,pt,A História da Eternidade,2014-07-26,The History of Eternity,FALSE
16803,tt1092002,el,Το Φιλι Της Ζωης,2007-11-08,Kiss Of Life,FALSE
347465,tt1104080,el,Κλέφτες,2007-12-13,Κλέφτες,FALSE
173421,tt0965367,en,Alter Ego,2007-05-09,Alter Ego,FALSE
48128,tt0976216,el,Straight Story,2006-12-21,Straight Story,FALSE
48122,tt0756313,en,Λούφα και Παραλλαγή: Σειρήνες στο Αιγαίo,2005-12-08,Loafing and Camouflage: Sirens in the Aegean,FALSE
16513,tt1170402,el,Ι-4: Λούφα Και Απαλλαγή,2008-04-27,Loafing and Camouflage: I-4,FALSE
43077,tt0070124,en,Gordon's War,1973-08-09,Gordon's War,FALSE
164045,tt0135674,en,They Eat Scum,1979-01-01,They Eat Scum,FALSE
177216,tt0105667,en,Twist,1992-09-18,Twist,FALSE
185640,tt2658126,en,Commando - A One Man Army,2013-04-11,Commando - A One Man Army,FALSE
228355,tt2571140,hi,Boss,2013-10-16,Boss,FALSE
177358,tt2621000,hi,Jolly LLB,2013-03-15,Jolly LLB,FALSE
209410,tt2988272,hi,Shuddh Desi Romance,2013-09-06,Shuddh Desi Romance,FALSE
186747,tt2406676,en,Ek Thi Daayan,2013-04-19,Ek Thi Daayan,FALSE
46780,tt0059369,en,Kustom Kar Kommandos,1965-01-01,Kustom Kar Kommandos,FALSE
65188,tt0406929,en,Leben nach Microsoft,2001-11-06,Leben nach Microsoft,FALSE
334495,tt2400291,en,The Barkley Marathons: The Race That Eats Its Young,2014-10-26,The Barkley Marathons: The Race That Eats Its Young,FALSE
292214,tt0361800,en,Killer Cop,2002-10-15,Killer Cop,FALSE
78202,tt0316016,de,Impressionen unter Wasser,2002-08-21,Underwater Impressions,FALSE
73123,tt0382095,nl,In Oranje,2004-04-28,In Orange,FALSE
107767,tt0065915,fr,Je suis une nymphomane,1971-08-11,I Am a Nymphomaniac,FALSE
220154,tt0338176,fr,The King's Beard,2002-10-02,The King's Beard,FALSE
119816,tt0349686,de,Kiss and Run,2002-10-25,Kiss and Run,FALSE
47231,tt0107331,nl,De kleine blonde dood,1993-03-11,Little Blond Death,FALSE
9084,tt0293849,de,Der kleine Eisbär,2001-10-04,The Little Polar Bear,FALSE
324408,tt0970499,de,Der Kronzeuge,2007-12-12,Der Kronzeuge,FALSE
50294,tt1630603,cs,Kuky se vrací,2010-05-19,Kooky,FALSE
81389,tt0494969,nl,De Laatste Zomer,2007-07-04,The Last Summer,FALSE
80608,tt0325772,en,Mago,2002-06-13,Naked Paradise,FALSE
199934,tt0134002,da,Når mor kommer hjem...,1998-02-06,On Our Own,FALSE
180240,tt0304483,nl,Normaal: Ik Kom Altied Weer Terug,,Normaal: Ik Kom Altied Weer Terug,FALSE
4443,tt0069593,fr,Nuits rouges,1974-11-20,Nuits rouges,FALSE
37602,tt0301245,nl,Oesters van Nam Kee,2002-09-05,Oysters at Nam Kee's,FALSE
180970,tt0448239,en,Offset,2006-07-20,Offset,FALSE
30810,tt0126562,en,Olga's House of Shame,1964-02-06,Olga's House of Shame,FALSE
21282,tt0086064,da,Otto er et næsehorn,1983-01-01,Otto er et næsehorn,FALSE
18879,tt0062133,en,The Plank,1967-06-09,The Plank,FALSE
84030,tt0176048,cs,Princ a Večernice,1979-09-30,Prince and the Evening Star,FALSE
799,tt0161935,de,Pünktchen und Anton,1999-03-11,Annaluise & Anton,FALSE
54560,tt0095967,en,Regi Andrej Tarkovskij,1988-09-23,Directed by Andrei Tarkovsky,FALSE
53524,tt0097152,en,Roald Dahl's Danny the Champion of the World,1989-04-29,"Danny, The Champion of the World",FALSE
70119,tt0381551,fr,Le roman de Georgette,2003-01-01,Le roman de Georgette,FALSE
267415,tt0050912,de,Rot ist die Liebe,1957-01-17,Rot ist die Liebe,FALSE
85690,tt0329572,de,Scherbentanz,2002-10-31,Shattered Glass,FALSE
21070,tt0188195,fr,Le septième juré,1962-04-16,The Seventh Juror,FALSE
38553,tt0337717,en,Shelter Island,2003-02-01,Shelter Island,FALSE
15201,tt1095427,en,Skin,2008-03-13,Skin,FALSE
71587,tt1543053,en,The Snowman,2009-11-19,The Snowman,FALSE
259387,tt0114623,nl,De tasjesdief,1995-04-06,The Purse Snatcher,FALSE
36292,tt1159705,de,Teenage Angst,2008-01-01,Teenage Angst,FALSE
86177,tt0061070,en,Teenage Gang Debs,1966-11-04,Teenage Gang Debs,FALSE
219166,tt0105593,de,Die Tigerin,1992-01-01,Die Tigerin,FALSE
115383,tt0356154,no,Ulvesommer,2003-02-28,Wolf Summer,FALSE
8651,tt0404532,de,Unterwegs,2004-02-10,En Route,FALSE
361181,tt4974684,tr,Kara Bela,2015-09-18,Kara Bela,FALSE
127286,tt0180316,en,Women Talking Dirty,2001-12-07,Women Talking Dirty,FALSE
51839,tt0937381,nl,Zadelpijn,2007-04-15,Zadelpijn,FALSE
164288,tt0379065,nl,The Fearless Triplets,2004-09-03,The Fearless Triplets,FALSE
85787,tt0078349,ja,世界名作童話 白鳥の湖,1981-03-13,Swan Lake,FALSE
50179,tt0295152,de,Die Abrafaxe - Unter schwarzer Flagge,2001-10-25,Die Abrafaxe - Unter schwarzer Flagge,FALSE
88580,tt0061329,en,The Acid Eaters,1968-02-01,The Acid Eaters,FALSE
16423,tt0409673,fr,Les aimants,2004-10-01,Love and Magnets,FALSE
285935,tt0224594,en,Ақсуат,1997-08-09,Aksuat,FALSE
70939,tt0118594,en,Allyson Is Watching,1999-08-31,Allyson Is Watching,FALSE
280840,tt3480886,es,Ma ma,2015-09-11,Ma Ma,FALSE
285803,tt2309764,hi,Singham Returns,2014-08-15,Singham Returns,FALSE
287859,tt3483712,hi,Raja Natwarlal,2014-08-29,Raja Natwarlal,FALSE
248698,tt2675978,en,Dedh Ishqiya,2014-01-10,Dedh Ishqiya,FALSE
264206,tt2679480,en,Sulemani Keeda,2014-09-30,Sulemani Keeda,FALSE
256907,tt3449320,hi,Darr @ the Mall,2014-02-21,Darr @ the Mall,FALSE
251626,tt3173910,hi,हँसी तो फसी,2014-02-07,"She Smiles, She’s Snared!",FALSE
259720,tt2372678,hi,टू स्टेट्स,2014-04-17,2 States,FALSE
271200,tt3142232,hi,Heropanti,2014-05-23,Heropanti,FALSE
274109,tt3202202,es,Palmeras en la nieve,2015-12-25,Palm Trees in the Snow,FALSE
348537,tt3626742,es,Ocho apellidos catalanes,2015-11-20,Spanish Affair 2,FALSE
298923,tt3796006,en,Roar: Tigers of the Sundarbans,2014-10-31,Roar,FALSE
292830,tt3619854,en,Creature,2014-09-12,Creature,FALSE
325892,tt4333674,hi,Hunterrr,2015-03-20,Hunterrr,FALSE
222890,tt2494032,en,Stonados,2013-08-31,Stonados,FALSE
14962,tt0206341,en,Thumb Wars: The Phantom Cuticle,1999-11-02,Thumb Wars: The Phantom Cuticle,FALSE
26743,tt0234889,en,Thumbtanic,2000-07-07,Thumbtanic,FALSE
51306,tt1737237,zh,人在囧途,2010-06-04,Lost on Journey,FALSE
295715,tt3512282,ja,柘榴坂の仇討,2014-09-20,Snow on The Blades,FALSE
21026,tt0810089,sr,Beogradski fantom,2009-03-27,The Belgrade Phantom,FALSE
50658,tt0282378,nl,Bella Bettien,2002-04-17,Bella Bettien,FALSE
96496,tt0085273,nl,Brandende Liefde,1983-09-15,Burning Love,FALSE
37600,tt0382615,nl,Cool!,2004-09-16,Cool!,FALSE
253072,tt0362536,en,Dangerous Invitations,2002-11-19,Dangerous Invitations,FALSE
24199,tt0385677,nl,Ellis in Glamourland,2004-09-24,Ellis in Glamourland,FALSE
49323,tt0113059,en,Filmpje!,1995-05-06,Filmpje!,FALSE
295782,tt1256505,de,"Die Frau, die im Wald verschwand",2009-04-29,"Die Frau, die im Wald verschwand",FALSE
52088,tt0326976,en,Intoxicating,2003-07-01,Intoxicating,FALSE
9608,tt0214874,en,The Legend of Sleepy Hollow,1999-10-23,The Legend of Sleepy Hollow,FALSE
52371,tt1705118,nl,LelleBelle,2010-10-09,LelleBelle,FALSE
33371,tt0293854,en,The Little Bear Movie,2001-08-07,The Little Bear Movie,FALSE
90503,tt0067436,nl,Mira,1971-03-04,Mira,FALSE
45047,tt0067508,sv,Någon att älska,1968-10-18,The Seduction of Inga,FALSE
252406,tt0040639,nl,Nederlands in 7 lessen,1948-05-07,Dutch in Seven Lessons,FALSE
152948,tt0026793,en,Novyy Gulliver,1935-03-25,The New Gulliver,FALSE
76323,tt0120565,da,Ørnens øje,1997-03-21,Eye of the Eagle,FALSE
168712,tt0122202,en,Panic in the Skies,2006-10-13,Panic in the Skies,FALSE
150736,tt0181342,fr,Recto / verso,,Recto / verso,FALSE
50583,tt1743711,th,อินทรีแดง,2010-10-07,Red Eagle,FALSE
153541,tt1653929,fr,Robert Mitchum Est Mort,2011-04-13,Robert Mitchum Est Mort,FALSE
12495,tt0052199,de,"Das singende, klingende Bäumchen",1957-12-13,The Singing Ringing Tree,FALSE
368128,tt0120137,en,Sins of the mind,,Sins of the mind,FALSE
97138,tt0362761,en,Student Seduction,2003-05-05,Student Seduction,FALSE
29101,tt0382365,nl,Vet Hard,2005-02-03,Too Fat Too Furious,FALSE
71097,tt0070879,en,Vild på sex,1974-05-10,Bibi,FALSE
191385,tt0924004,ja,幽閉者　テロリスト,2007-02-02,Prisoner/Terrorist,FALSE
14482,tt0069544,ru,Zolotye roga,1971-06-03,Baba Yaga,FALSE
4134,tt0481976,en,Het zwijgen,2006-03-23,Het zwijgen,FALSE
85277,tt0800164,nl,'N Beetje Verliefd,2006-12-14,Happy Family,FALSE
219808,tt0349345,en,Despiser,2003-04-15,Despiser,FALSE
15838,tt1087841,da,Disco ormene,2008-09-07,Sunshine Barry & the Disco Worms,FALSE
53463,tt0391095,en,Dreamland,2007-02-27,Dreamland,FALSE
19812,tt0446125,da,Far til fire - gi'r aldrig op!,2005-01-10,Father of Four: Never Gives Up!,FALSE
135204,tt0452226,en,Frank ja Wendy,2004-01-01,Frank & Wendy,FALSE
61863,tt0113434,en,Invisible Mom,1997-05-20,Invisible Mom,FALSE
49877,tt0491661,en,Locusts: The 8th Plague,2005-11-12,Locusts: The 8th Plague,FALSE
41121,tt1054024,zh,暖春,2003-04-01,Warm Spring,FALSE
105915,tt0098078,fr,Perdues dans New York,1989-01-01,Lost in New York,FALSE
46333,tt0460898,en,Pervert!,2005-02-12,Pervert!,FALSE
24285,tt0314502,nl,Phileine zegt sorry,2003-10-09,Phileine Says Sorry,FALSE
27730,tt0091847,en,La revanche des mortes vivantes,1987-09-16,The Revenge of the Living Dead Girls,FALSE
18265,tt0108176,en,Sódóma Reykjavík,1992-09-09,Remote Control,FALSE
56344,tt0289933,nl,Suske en Wiske - De duistere diamant,2004-02-14,The Dark Diamond,FALSE
349008,tt1170410,en,Sommerhuset,2008-02-22,Summers Past,FALSE
111114,tt2120832,en,Shock Head Soul,2011-09-03,Shock Head Soul,FALSE
65885,tt0096878,fr,Les baisers de secours,1989-05-31,Emergency Kisses,FALSE
48623,tt0072208,ru,Sto Dney Posle Detstva,1975-12-01,One Hundred Days After Childhood,FALSE
149832,tt0075104,ru,Принцесса на горошине,1976-11-01,The Princess and the Pea,FALSE
123782,tt0108257,en,Sure Fire,1990-09-09,Sure Fire,FALSE
161827,tt0059324,da,Jeg - en kvinde,1965-09-17,"I, a Woman",FALSE
193595,tt0924263,de,Die Parallelstraße,1962-06-01,The Parallel Street,FALSE
56245,tt1148239,da,MollyCam,2008-07-18,MollyCam,FALSE
88269,tt0021283,ja,Rakudai Wa Shitakeredo,1930-04-11,"I Flunked, But...",FALSE
168179,tt0124046,ka,პასტორალი,1975-01-01,Pastorale,FALSE
251241,tt0067585,sr,Plastični Isus,1971-01-01,Plastic Jesus,FALSE
338309,tt2321257,en,Dian Na Chà,2011-11-11,The Spin Kid,FALSE
147698,tt1996223,fr,Crulic - drumul spre dincolo,2011-10-21,Crulic - The Path to Beyond,FALSE
106671,tt0111040,en,Russkaya simfoniya,1994-01-01,Russian Symphony,FALSE
305638,tt3022458,da,Skammerens datter,2015-03-26,The Shamer's Daughter,FALSE
88264,tt0061181,en,The White Bus,1967-12-01,The White Bus,FALSE
60948,tt0066121,cs,Na kometě,1970-10-09,On the Comet,FALSE
117046,tt0175743,cs,Holubice,1960-11-04,The White Dove,FALSE
49099,tt0083634,da,Befrielsesbilleder,1982-06-30,Images of a Relief,FALSE
161359,tt0102360,nl,Lyrisch nitraat,1991-02-20,Lyrical Nitrate,FALSE
88051,tt0050800,en,On the Bowery,1957-03-18,On the Bowery,FALSE
95385,tt1572501,da,Beast,2011-10-15,Beast,FALSE
316603,tt0065004,cs,Smuteční slavnost,1969-01-01,Funeral Ceremonies,FALSE
260352,tt0204913,en,Book of Days,1989-11-30,Book of Days,FALSE
102860,tt2043879,pt,Histórias que só Existem Quando Lembradas,2011-09-02,Found Memories,FALSE
88534,tt1833647,bg,Avé,2012-03-09,Avé,FALSE
67941,tt0959324,en,Max & Co,2007-09-08,Max & Co,FALSE
169877,tt1961210,fr,Bovines,2012-02-22,Bovines,FALSE
28642,tt0485798,ru,Gradiva (C'est Gradiva qui vous appelle),2006-09-07,It's Gradiva Who Is Calling You,FALSE
85107,tt1836918,en,Slow Action,2010-01-01,Slow Action,FALSE
254661,tt1349455,en,O'er the Land,2009-01-01,O'er the Land,FALSE
102873,tt1757939,es,¡Vivan las Antipodas!,2011-11-05,¡Vivan las Antipodas!,FALSE
324083,tt0257862,fr,Leçon de vie,1995-04-11,Life Lesson,FALSE
348273,tt1058078,de,Finale,2007-07-17,Finale,FALSE
106134,tt1748113,en,Meanwhile,2011-11-29,Meanwhile,FALSE
162472,tt0060114,en,Anémone,1968-02-13,Anémone,FALSE
111650,tt0039949,en,Valahol Európában,1948-11-19,It Happened in Europe,FALSE
147496,tt0222713,en,Amber City,1999-01-01,Amber City,FALSE
154211,tt0314691,en,Sogobi,2002-01-12,Sogobi,FALSE
30888,tt0076888,es,La visita del vicio,1978-06-01,The Coming of Sin,FALSE
46863,tt0124222,en,Zvony pre bosých,1965-01-01,The Bells Toll for the Barefooted,FALSE
126879,tt2120088,de,L’âge atomique,2012-11-27,Atomic Age,FALSE
102858,tt2006791,en,The Fourth Dimension,2012-06-27,The Fourth Dimension,FALSE
220005,tt0328825,it,Al primo soffio di vento,2003-09-25,At the First Breath of Wind,FALSE
149657,tt1986914,sl,Oča,2010-10-25,Dad,FALSE
42647,tt0218798,ru,Двенадцать месяцев,1956-12-30,The Twelve Months,FALSE
45490,tt0258850,cn,戀戰沖繩,2000-07-28,Okinawa Rendez-vous,FALSE
297288,tt4078672,it,Buoni a nulla,2014-10-23,Good for Nothing,FALSE
297745,tt4129900,it,...E fuori nevica!,2014-10-16,...E fuori nevica!,FALSE
24235,tt0449472,en,Champion,2005-03-12,Champion,FALSE
57394,tt0325165,ko,챔피언,2002-06-28,Champion,FALSE
274110,tt3165552,en,Ciudad Delirio,2014-09-19,Ciudad Delirio,FALSE
64304,tt0077339,zh,陸小鳳之繡花大盜,1978-02-19,Clan of Amazons,FALSE
43833,tt0031831,en,Q Planes,1939-06-20,Q Planes,FALSE
193460,tt0041360,en,Fighting Fools,1949-03-17,Fighting Fools,FALSE
186775,tt0041472,en,Hold That Baby!,1949-06-06,Hold That Baby!,FALSE
5256,tt0316272,en,Momentum,2003-03-26,Momentum,FALSE
64869,tt0055232,en,"Nikki, Wild Dog of the North",1961-07-12,"Nikki, Wild Dog of the North",FALSE
38659,tt0052135,en,Ride a Crooked Trail,1958-09-01,Ride a Crooked Trail,FALSE
42789,tt0058523,en,Ride the Wild Surf,1964-01-01,Ride the Wild Surf,FALSE
162117,tt0049733,en,Secrets of Life,1956-11-06,Secrets of Life,FALSE
156007,tt0064337,zh,飛刀手,1969-06-18,The Flying Dagger,FALSE
96935,tt0051891,en,The Naked Maja,1958-12-20,The Naked Maja,FALSE
126958,tt0019486,fr,Le tournoi dans la cité,1929-02-18,The Tournament,FALSE
334312,tt3693878,fr,Le tournoi,2015-04-29,The Tournament,FALSE
186881,tt0084310,cn,龍虎少爺,1981-07-09,Treasure Hunters,FALSE
49092,tt0035555,en,Who Done It?,1942-11-06,Who Done It?,FALSE
269390,tt0943415,en,恐苦呂,1927-05-10,Skull,FALSE
124762,tt2271401,en,Inori,2012-08-04,Inori,FALSE
138191,tt2417540,th,36,2012-01-17,36,FALSE
158942,tt2182121,en,A csendesek,2013-01-22,Silent Ones,FALSE
158951,tt2641152,es,Penumbra,2013-01-27,Darkness,FALSE
157033,tt2493318,en,Die Welt,2013-01-24,Die Welt,FALSE
118145,tt2261247,fr,"anders, Molussien",2012-02-16,"differently, Molussia",FALSE
98025,tt0073290,it,La liceale,1975-10-31,The Teasers,FALSE
57768,tt0450440,nl,Ik Omhels Je Met 1000 Armen,2006-03-09,I Embrace You With 1000 Arms,FALSE
105593,tt0193647,en,You Are Not I,1981-01-01,You Are Not I,FALSE
257947,tt0384309,en,МАМАЙ,2003-02-19,Mamay,FALSE
254902,tt0171474,uk,Лісова пісня. Мавка,1980-07-23,A Story of the Forest: Mavka,FALSE
78071,tt0070116,fr,Glissements progressifs du plaisir,1974-03-07,Successive Slidings of Pleasure,FALSE
239536,tt0032162,en,Zolotoy Кlyuchik,1939-12-20,The Golden Key,FALSE
237957,tt0100271,en,Nostos: il ritorno,1989-12-31,Nostos: The Return,FALSE
170923,tt0206235,en,Quick Billy,1970-03-24,Quick Billy,FALSE
354021,tt1332036,en,The Sun and the Moon,2008-08-11,The Sun and the Moon,FALSE
51902,tt0081350,cs,Pohádka o Honzíkovi a Mařence,1980-11-01,The Tale of John and Marie,FALSE
